1,-1,473.804975,139.051914,82.666376,184.710998,0.942296,1,-1,-1
1,-1,525.974520,138.477173,14.274774,50.064767,0.902608,1,-1,-1
1,-1,568.662815,146.031138,11.227553,43.131033,0.780164,1,-1,-1
1,-1,544.792673,143.032217,13.375805,45.336767,0.745354,1,-1,-1
1,-1,484.994946,145.076577,16.141696,57.296572,0.720843,1,-1,-1
1,-1,380.125859,149.822662,125.118012,218.952172,0.941251,1,-1,-1
1,-1,3.767601,333.354398,124.415404,32.426762,0.033496,1,-1,-1
1,-1,552.361735,147.204713,16.201844,42.063550,0.427436,1,-1,-1
1,-1,495.184506,148.176470,37.460820,134.418109,0.233562,1,-1,-1
1,-1,349.569157,350.071967,430.431063,18.702867,0.021713,1,-1,-1
1,-1,463.802437,349.970240,556.857401,18.804595,0.021713,1,-1,-1
1,-1,0.000000,350.411124,368.958609,18.363710,0.022915,1,-1,-1
1,-1,527.901272,150.704170,24.561624,61.123965,0.195104,1,-1,-1
1,-1,260.037265,158.863891,18.808751,53.159459,0.027588,1,-1,-1
1,-1,560.451544,146.964887,16.758647,42.119303,0.104832,1,-1,-1
1,-1,477.231961,151.963338,37.674680,119.396720,0.071013,1,-1,-1
1,-1,394.507086,162.534798,21.438730,60.822977,0.060710,1,-1,-1
1,-1,555.787761,153.165156,18.024268,44.250874,0.059593,1,-1,-1
1,-1,384.645786,162.746501,24.687606,69.732415,0.045523,1,-1,-1
1,-1,801.903638,342.040424,422.036759,26.734411,0.021713,1,-1,-1
1,-1,1206.647118,80.876119,17.293279,287.898716,0.021713,1,-1,-1
1,-1,0.000000,339.446290,229.859817,25.943478,0.010507,1,-1,-1
1,-1,371.611497,262.481596,120.136204,101.666822,0.008279,1,-1,-1
1,-1,366.690078,144.422843,19.501388,60.156914,0.005952,1,-1,-1
1,-1,459.205846,153.068611,54.636847,171.556832,0.003361,1,-1,-1
1,-1,257.066505,148.727542,17.421566,44.396260,0.002139,1,-1,-1
1,-1,377.840471,171.333434,25.177050,73.426570,0.001991,1,-1,-1
2,-1,498.202980,140.015146,63.291592,184.413265,0.942296,1,-1,-1
2,-1,523.808026,138.086326,17.832731,57.839968,0.902608,1,-1,-1
2,-1,566.634754,144.926732,11.208734,42.330226,0.780164,1,-1,-1
2,-1,242.815181,168.709731,35.909250,103.121669,0.717459,1,-1,-1
2,-1,544.699016,142.811872,12.705890,45.655856,0.745354,1,-1,-1
2,-1,486.644980,145.575029,16.493462,53.184696,0.720843,1,-1,-1
2,-1,395.781736,149.482140,112.848108,219.292695,0.941251,1,-1,-1
2,-1,3.917508,332.886591,136.335608,32.789370,0.033496,1,-1,-1
2,-1,554.508719,143.850989,19.193187,53.173694,0.427436,1,-1,-1
2,-1,513.880954,158.409180,44.762485,100.209011,0.369464,1,-1,-1
2,-1,491.250800,138.470415,46.760686,146.077647,0.233562,1,-1,-1
2,-1,312.015834,346.673617,600.683983,22.101217,0.021713,1,-1,-1
2,-1,654.845390,349.864261,492.956582,18.910574,0.021713,1,-1,-1
2,-1,0.000000,342.992029,310.362609,25.782806,0.022915,1,-1,-1
2,-1,260.221639,166.096534,17.934399,61.208854,0.027588,1,-1,-1
2,-1,253.519492,156.714588,17.583134,47.803676,0.015522,1,-1,-1
2,-1,2.200433,317.615375,226.101354,47.312667,0.010507,1,-1,-1
2,-1,530.957156,144.141744,26.937538,93.948661,0.014215,1,-1,-1
2,-1,257.478085,161.111535,31.052200,85.093831,0.010549,1,-1,-1
2,-1,117.211569,339.039643,373.686982,25.746678,0.001589,1,-1,-1
2,-1,381.128339,170.216467,30.790622,108.861495,0.001553,1,-1,-1
2,-1,4.131183,328.102193,404.379796,34.653498,0.001029,1,-1,-1
3,-1,501.575960,128.853874,71.581540,210.329859,0.942296,1,-1,-1
3,-1,525.087554,136.740021,18.132879,57.264768,0.902608,1,-1,-1
3,-1,567.059086,145.270913,10.536743,40.957956,0.780164,1,-1,-1
3,-1,245.826862,163.616478,34.577898,94.492992,0.717459,1,-1,-1
3,-1,542.945390,144.004547,13.284706,50.214337,0.745354,1,-1,-1
3,-1,487.940099,147.223043,17.665908,52.076982,0.720843,1,-1,-1
3,-1,420.081319,145.301824,88.250550,223.473011,0.941251,1,-1,-1
3,-1,6.823748,321.472096,152.281749,45.627950,0.033496,1,-1,-1
3,-1,520.887227,141.647641,39.055448,119.841854,0.369464,1,-1,-1
3,-1,496.083293,143.583604,28.165231,147.967091,0.233562,1,-1,-1
3,-1,359.192670,346.634547,655.932972,22.140287,0.021713,1,-1,-1
3,-1,797.461328,346.830420,426.479069,21.944414,0.021713,1,-1,-1
3,-1,0.000000,341.271534,403.609910,27.503301,0.022915,1,-1,-1
3,-1,259.110367,157.896164,21.035487,64.877656,0.027588,1,-1,-1
3,-1,249.771642,153.762702,18.994817,50.671088,0.015522,1,-1,-1
3,-1,458.661899,130.956464,21.368725,51.840975,0.030357,1,-1,-1
3,-1,1209.044051,76.888707,14.896346,291.886128,0.021713,1,-1,-1
3,-1,469.012785,137.730996,58.547113,202.935562,0.018127,1,-1,-1
3,-1,146.026596,330.709259,392.262907,33.220102,0.001589,1,-1,-1
3,-1,865.750164,84.439548,20.822198,56.446297,0.001116,1,-1,-1
4,-1,510.517630,143.033816,71.205051,199.160524,0.942296,1,-1,-1
4,-1,525.585603,136.153989,16.030215,54.882268,0.902608,1,-1,-1
4,-1,564.969586,147.424142,14.159078,48.841921,0.780164,1,-1,-1
4,-1,248.152408,156.961984,29.995500,77.061572,0.717459,1,-1,-1
4,-1,547.365111,143.293242,10.416552,50.390870,0.745354,1,-1,-1
4,-1,487.950564,148.177728,19.079156,54.171926,0.720843,1,-1,-1
4,-1,439.842205,155.706500,67.705423,188.292731,0.941251,1,-1,-1
4,-1,6.116248,319.781080,146.272944,48.082381,0.033496,1,-1,-1
4,-1,402.325063,346.364626,409.655262,22.410209,0.021713,1,-1,-1
4,-1,724.980474,346.960226,498.959923,21.814608,0.021713,1,-1,-1
4,-1,0.000000,343.317828,387.831765,25.457006,0.022915,1,-1,-1
4,-1,258.844080,150.146712,23.524441,64.761226,0.027588,1,-1,-1
4,-1,331.280434,152.018569,18.840702,44.937698,0.007489,1,-1,-1
4,-1,245.345143,149.480393,19.664655,55.974755,0.015522,1,-1,-1
4,-1,437.151875,140.629878,118.576673,227.621943,0.017815,1,-1,-1
